,Series,Country,Country Code,Time,Value,YoY Change
5866,"Industrial Production, billions of constant US$",Chad,TCD,2015,,
5883,"Industrial Production, billions of constant US$",Chad,TCD,2016,,
5900,"Industrial Production, billions of constant US$",Chad,TCD,2017,,
5929,"Industrial Production, billions of constant US$",Cambodia,KHM,1987,,
5946,"Industrial Production, billions of constant US$",Cambodia,KHM,1988,,
5963,"Industrial Production, billions of constant US$",Cambodia,KHM,1989,,
5980,"Industrial Production, billions of constant US$",Cambodia,KHM,1990,,
5997,"Industrial Production, billions of constant US$",Cambodia,KHM,1991,,
6014,"Industrial Production, billions of constant US$",Cambodia,KHM,1992,,
6031,"Industrial Production, billions of constant US$",Cambodia,KHM,1993,,
6048,"Industrial Production, billions of constant US$",Cambodia,KHM,1994,,
6065,"Industrial Production, billions of constant US$",Cambodia,KHM,1995,,
6082,"Industrial Production, billions of constant US$",Cambodia,KHM,1996,,
6099,"Industrial Production, billions of constant US$",Cambodia,KHM,1997,,
6116,"Industrial Production, billions of constant US$",Cambodia,KHM,1998,,
6133,"Industrial Production, billions of constant US$",Cambodia,KHM,1999,,
6150,"Industrial Production, billions of constant US$",Cambodia,KHM,2000,,
6167,"Industrial Production, billions of constant US$",Cambodia,KHM,2001,,
6184,"Industrial Production, billions of constant US$",Cambodia,KHM,2002,,
6201,"Industrial Production, billions of constant US$",Cambodia,KHM,2003,,
6218,"Industrial Production, billions of constant US$",Cambodia,KHM,2004,,
6235,"Industrial Production, billions of constant US$",Cambodia,KHM,2005,,
6252,"Industrial Production, billions of constant US$",Cambodia,KHM,2006,,
6269,"Industrial Production, billions of constant US$",Cambodia,KHM,2007,,
6286,"Industrial Production, billions of constant US$",Cambodia,KHM,2008,,
6303,"Industrial Production, billions of constant US$",Cambodia,KHM,2009,,
6320,"Industrial Production, billions of constant US$",Cambodia,KHM,2010,,
6337,"Industrial Production, billions of constant US$",Cambodia,KHM,2011,,
6354,"Industrial Production, billions of constant US$",Cambodia,KHM,2012,,
6371,"Industrial Production, billions of constant US$",Cambodia,KHM,2013,,
6388,"Industrial Production, billions of constant US$",Cambodia,KHM,2014,,
6405,"Industrial Production, billions of constant US$",Cambodia,KHM,2015,,
6422,"Industrial Production, billions of constant US$",Cambodia,KHM,2016,,
6439,"Industrial Production, billions of constant US$",Cambodia,KHM,2017,,
6468,"Industrial Production, billions of constant US$",Brunei,BRN,1987,,
6485,"Industrial Production, billions of constant US$",Brunei,BRN,1988,,
6502,"Industrial Production, billions of constant US$",Brunei,BRN,1989,,
6519,"Industrial Production, billions of constant US$",Brunei,BRN,1990,,
6536,"Industrial Production, billions of constant US$",Brunei,BRN,1991,,
6553,"Industrial Production, billions of constant US$",Brunei,BRN,1992,,
6570,"Industrial Production, billions of constant US$",Brunei,BRN,1993,,
6587,"Industrial Production, billions of constant US$",Brunei,BRN,1994,,
6604,"Industrial Production, billions of constant US$",Brunei,BRN,1995,,
6621,"Industrial Production, billions of constant US$",Brunei,BRN,1996,,
6638,"Industrial Production, billions of constant US$",Brunei,BRN,1997,,
6655,"Industrial Production, billions of constant US$",Brunei,BRN,1998,,
6672,"Industrial Production, billions of constant US$",Brunei,BRN,1999,,
6689,"Industrial Production, billions of constant US$",Brunei,BRN,2000,,
6706,"Industrial Production, billions of constant US$",Brunei,BRN,2001,,
6723,"Industrial Production, billions of constant US$",Brunei,BRN,2002,,
6740,"Industrial Production, billions of constant US$",Brunei,BRN,2003,,
6757,"Industrial Production, billions of constant US$",Brunei,BRN,2004,,
6774,"Industrial Production, billions of constant US$",Brunei,BRN,2005,,
6791,"Industrial Production, billions of constant US$",Brunei,BRN,2006,,
6808,"Industrial Production, billions of constant US$",Brunei,BRN,2007,,
6825,"Industrial Production, billions of constant US$",Brunei,BRN,2008,,
6842,"Industrial Production, billions of constant US$",Brunei,BRN,2009,,
6859,"Industrial Production, billions of constant US$",Brunei,BRN,2010,,
6876,"Industrial Production, billions of constant US$",Brunei,BRN,2011,,
6893,"Industrial Production, billions of constant US$",Brunei,BRN,2012,,
6910,"Industrial Production, billions of constant US$",Brunei,BRN,2013,,
6927,"Industrial Production, billions of constant US$",Brunei,BRN,2014,,
6944,"Industrial Production, billions of constant US$",Brunei,BRN,2015,,
6961,"Industrial Production, billions of constant US$",Brunei,BRN,2016,,
6978,"Industrial Production, billions of constant US$",Brunei,BRN,2017,,
7007,"Industrial Production, billions of constant US$",Myanmar,MMR,1987,,
7024,"Industrial Production, billions of constant US$",Myanmar,MMR,1988,,
7041,"Industrial Production, billions of constant US$",Myanmar,MMR,1989,,
7058,"Industrial Production, billions of constant US$",Myanmar,MMR,1990,,
7075,"Industrial Production, billions of constant US$",Myanmar,MMR,1991,,
7092,"Industrial Production, billions of constant US$",Myanmar,MMR,1992,,
7109,"Industrial Production, billions of constant US$",Myanmar,MMR,1993,,
7126,"Industrial Production, billions of constant US$",Myanmar,MMR,1994,,
7143,"Industrial Production, billions of constant US$",Myanmar,MMR,1995,,
7160,"Industrial Production, billions of constant US$",Myanmar,MMR,1996,,
7177,"Industrial Production, billions of constant US$",Myanmar,MMR,1997,,
7194,"Industrial Production, billions of constant US$",Myanmar,MMR,1998,,
7211,"Industrial Production, billions of constant US$",Myanmar,MMR,1999,,
7228,"Industrial Production, billions of constant US$",Myanmar,MMR,2000,,
7245,"Industrial Production, billions of constant US$",Myanmar,MMR,2001,,
7262,"Industrial Production, billions of constant US$",Myanmar,MMR,2002,,
7279,"Industrial Production, billions of constant US$",Myanmar,MMR,2003,,
7296,"Industrial Production, billions of constant US$",Myanmar,MMR,2004,,
7313,"Industrial Production, billions of constant US$",Myanmar,MMR,2005,,
7330,"Industrial Production, billions of constant US$",Myanmar,MMR,2006,,
7347,"Industrial Production, billions of constant US$",Myanmar,MMR,2007,,
7364,"Industrial Production, billions of constant US$",Myanmar,MMR,2008,,
7381,"Industrial Production, billions of constant US$",Myanmar,MMR,2009,,
7398,"Industrial Production, billions of constant US$",Myanmar,MMR,2010,,
7415,"Industrial Production, billions of constant US$",Myanmar,MMR,2011,,
7432,"Industrial Production, billions of constant US$",Myanmar,MMR,2012,,
7449,"Industrial Production, billions of constant US$",Myanmar,MMR,2013,,
7466,"Industrial Production, billions of constant US$",Myanmar,MMR,2014,,
7483,"Industrial Production, billions of constant US$",Myanmar,MMR,2015,,
7500,"Industrial Production, billions of constant US$",Myanmar,MMR,2016,,
7517,"Industrial Production, billions of constant US$",Myanmar,MMR,2017,,
7546,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1987,,
7563,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1988,,
7580,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1989,,
7597,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1990,,
7614,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1991,,
7631,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1992,,
7648,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1993,,
7665,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1994,,
7682,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1995,,
7699,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1996,,
7716,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1997,,
7733,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1998,,
7750,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,1999,,
7767,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2000,,
7784,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2001,,
7801,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2002,,
7818,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2003,,
7835,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2004,,
7852,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2005,,
7869,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2006,,
7886,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2007,,
7903,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2008,,
7920,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2009,,
7937,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2010,,
7954,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2011,,
7971,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2012,,
7988,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2013,,
8005,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2014,,
8022,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2015,,
8039,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2016,,
8056,"Industrial Production, billions of constant US$",Papua New Guinea,PNG,2017,,
8085,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1987,3.731e-09,
8102,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1988,3.731e-09,0.0
8119,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1989,3.77080537518e-09,1.066882207987141
8136,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1990,4.79474036797e-09,27.154278487287932
8153,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1991,5.33496693801e-09,11.267066172108953
8170,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1992,5.5281200686999995e-09,3.6205122343653695
8187,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1993,5.78943477477e-09,4.727008509629771
8204,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1994,8.61002142465e-09,48.719551383011385
8221,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1995,8.35131628239e-09,-3.004698008292317
8238,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1996,8.31423109041e-09,-0.44406403405171657
8255,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1997,8.28985641508e-09,-0.2931681242071327
8272,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1998,8.27908977037e-09,-0.12987733648093247
8289,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,1999,8.27834202585e-09,-0.009031723785346557
8306,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2000,8.278492082310001e-09,0.0018126390469719311
8323,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2001,8.27714915459e-09,-0.016221888076350943
8340,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2002,8.2770189888e-09,-0.0015725920551545869
8357,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2003,8.27709841427e-09,0.0009595902837444825
8374,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2004,8.27692533252e-09,-0.0020910920873196126
8391,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2005,8.19366632944e-09,-1.0059170493283975
8408,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2006,7.97237547839e-09,-2.7007549752776416
8425,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2007,7.60621614985e-09,-4.592851020784394
8442,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2008,6.95010967674e-09,-8.625924640899651
8459,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2009,6.8315055649699995e-09,-1.7065070522114811
8476,"Exchange rate, new LCU per USD extended backward, period average",China,CHN,2010,6.7690904456099994e-09,-0.9136363685341431
